Team Number,Team Name,Region
11918,Grizzly Bots,Texas Central
11920,QLS Research & Development,California Northern
11924,Martin Robots,Texas Central
11940,Cyber Coyotes,Michigan
11943,The Nighthawks,New York City
11947,Stafford Middle School Spartan Robotics,Texas Houston
11959,Kernel Panic,Indiana
11965,Steampunks,Missouri
11970,Titanium Talons,Washington
11973,Riverstone OtterBots,Idaho
11975,RoboFalcons (South Lewis HS),New York Excelsior
11978,Ca1cu1at3d Chaos,Texas North
11980,Team Viper,Arizona
11986,Code Blue,Texas West & Panhandle
11990,Run_Kano,Washington
11992,Radioactivity,Indiana
11995,TACA,New York Excelsior
11997,Heights Techies,New York City
11999,Wyoming Little Demons,Michigan
12000,Professional Bodgers,Oregon
12005,GPrep Lightning,Washington
12010,ChargerBots,North Carolina
12011,InTigers,New York Excelsior
12014,The Fire Wires,Indiana
12016,Mish Mash,Israel
12020,STEAMsport FTC Codebots 1,Georgia
12032,SparTex,Texas West & Panhandle
12045,Mech Tech II,Minnesota
12051,N^3 Robotics - Not Not Nerds,Illinois
12056,Aves Ablaze,Ohio
12069,Cataclysm,Washington
12076,Iron Hearts,Oregon
12085,Royal Oak Robotics Fighting Bulldogs,Michigan
12087,Capital City Dynamics,Alaska
12094,Team TWOSE,Alberta
12096,Absolute Zero,Chesapeake
12099,Stars of the Galaxy,Ohio
12106,Eagle Apollo,Texas North
12110,SayWatt,Oregon
12111,Royal Oak Robotics Fighting Bulldogs,Michigan
12114,Husky Robotics,Montana
12115,Phoen-X,Texas Central
12116,Redbots,New Jersey
12118,The ACES,Chesapeake
12126,Cedar Creek HS EagleBots,Texas Central
12130,Capy Bara,Indiana
12134,Southern High Rams,Chesapeake
12147,Shtark Industries,Massachusetts
12166,New Bremen Techno Birds,Ohio
12167,Husky Robotics,Texas North
12168,Plainsmen Robotics,Iowa
12179,Tachanka,Oregon
12180,Chicken Destruction,Oregon
12181,Royal Oak Robotics Fighting Bulldogs,Michigan
12195,Hawkbots,Massachusetts
12201,TATOOINE,Israel
12202,Gaga for Robots,Texas Central
12209,Blue Steel,Texas Houston
12211,Trial & Error,Ohio
12215,Lab Rats,Oregon
12217,NOBOTS,Washington
12218,Horsepower,Texas Houston
12231,WarriorTech,Indiana
12241,Panther Robotics,Arizona
12265,GearHeads,Alberta
12272,Team Lightning,Mississippi
12275,High Country Robotics,New Mexico
12282,Cyberdogs,New York City
12294,Terror Hawks,Michigan
12302,G-P Robotics: Synergy,Texas Central
12303,Hacker Hawks,Michigan
12305,Ro-baddies,Texas South
12308,Bodine Ambassadors,Pennsylvania
12309,Wood-Ridge Spartans,New Jersey
12313,Hotdawgs,Texas South
12326,WIMA MechaniCats,Michigan
12327,Blue Devils Tech Team,Michigan
12331,Scarsdale Robo Raiders,New York Excelsior
12339,CSP,Texas Central
12347,Gears of Thrones,Texas South
12351,Nuclear Minds,Utah
12352,All Saints Blue Thunder Robotics,Michigan
12359,Sharp Sharks,Texas Central
12362,Tractor Technicians in Training (Blue),Michigan
12363,OrangeFox,Israel
12364,KNIGHTRON,Texas Houston
12365,MATES Robotics,New Jersey
12366,Houndbot,Texas West & Panhandle
12373,Rowe-botic Problem,Texas South
12375,Rowe-botic Clique,Texas South
12377,Hopkins Robotics Gray,Connecticut
12381,Tiger_STEAM Black,Missouri
12382,Syosset Nebula,New York Long Island
12389,TMS WaveBots1 Gold,Mississippi
12390,The Robotic Raiders,Mississippi
12393,Pioneer Pi-Thons,Texas South
12394,Pioneer Diamondbacks,Texas South
12395,Rattler Robotics,Texas South
12397,High Voltage Rattlers,Texas South
12398,Bobcat Robotics,Texas West & Panhandle
12399,Mechanical Devils,New York Excelsior
12401,Quantum Fusion - Patriot Engineering,Texas South
12414,Tin Diesel,New York Excelsior
12417,Highland Park Owls,New Jersey
12420,High Noon,Georgia
12422,Byting Bulldogs,New York City
12427,Bot of Steel,Missouri
12430,Dub East,Texas North
12441,C.V.T.D.,New Jersey
12448,M.A.R.S. - Patriot Engineering,Texas South
12453,Phoenix - Patriot Engineering,Texas South
12456,Big Red,Texas Houston
12459,Gibraltar Jedi,Michigan
12463,KKST-KeepKeenShowTech,Netherlands
12475,Beyond Reach,Netherlands
12488,Raidiators,New Jersey
12492,Blender Bots,California Northern
12494,Gear Grinders,New Hampshire
12499,Gear Up,California San Diego
12513,Les Scorpions,Alberta
12515,Titanium Knights,Utah
12516,Thelonious Robotics,California Northern
12517,Robo-Zombies,South Carolina
12518,Almond Robotics,New Mexico
12548,Rebel Droids 12548,Michigan
12549,Robo Rebels 12549,Michigan
12554,Double Shot Espresso,Australia
12560,Soft Hoarders,Romania
12563,Bots of Glory,Texas Central
12565,Medusa Serpentine Robotics,Missouri
12566,AZTECHS,Massachusetts
12569,STEMstangs,Ohio
12576,Sparta Bots,Australia
12578,Trojanators,Pennsylvania
12585,BK Crusaders,Florida
12589,Pioneer Robotics,Massachusetts
12591,Robotanists,Minnesota
12596,ViperBots Copperhead,Texas Central
12597,Ragnarok Robotics,Texas Central
12599,Overcharged,Oregon
12600,Hadron Knights,Florida
12601,Robostorm,New Jersey
12603,Jefferson Wired Wolves,Michigan
12604,Tiger Blue,Arizona
12606,WARHOG,Illinois
12611,TechNova,Tennessee
12622,Red Spark Alpha,New Hampshire
12632,Transilvania Robotix,Romania
12635,Kuriosity Robotics,California Northern
12636,IHA Blue Eagles,New Jersey
12649,Code Blooded,Minnesota
12651,Metal Knights,Alaska
12655,North Cross Raider Robotics,Chesapeake
12656,ThunderBots,Alaska
12660,Robotters,Minnesota
12668,BlueJays,Ohio
12670,Eclipse 12670,Texas Central
12675,Hermit Social Club,California Southern
12679,Vulcan 2,Illinois
12682,The Golden Ratio,Illinois
12687,The Screwdrivers,Georgia
12689,The Sparks,Georgia
12693,Hydrogen Hammerhead,Oregon
12694,Autopilot,Georgia
12695,Goonies,Oregon
12696,SupernoVa - Patriot Engineering,Texas South
12713,Impulse,Texas South
12717,JagBotics,Texas Central
12718,Lions,Chesapeake
12719,Team Titanium,Missouri
12721,Apollo,Oregon
12722,The Viking Warriors,Michigan
12727,Identity Crisis,Montana
12731,B3,Florida
12733,NUSA,North Carolina
12736,Electric Mayhem Green,New York Excelsior
12737,Electric Mayhem White,New York Excelsior
12740,Robo Next-Gen 12740,Michigan
12744,Twin Falls High School,Idaho
12745,Metroid,Iowa
12758,Derryfield Binary Bots,New Hampshire
12761,Clankers,Minnesota
12765,Phoenix,California Southern
12767,Catholic Master Builders,Arizona
12768,INNOV-8,Ohio
12775,Christ Connectors,Michigan
12777,Boulder City SuperBots,Nevada
12778,Tech Empire,California San Diego
12789,Hack-Gearz,New Hampshire
12791,Iterative Intentions,Texas North
12792,Sharon High Robotics Team,Pennsylvania
12793,FB3,Montana
12797,MEGIDDO LIONS,Israel
12798,Gateway Robotics,Texas Central
12802,We Will Bot You,Ohio
12804,LED 12804,California Northern
12806,Roboken,New Jersey
12808,RevAmped Robotics,Oregon
12817,Everest,Israel
12819,Queen Bee,Netherlands
12820,Wagner TRILOBYTES,Texas Central
12825,Wildkat Robotiks FTC,Texas Houston
12828,Critical Overload,North Carolina
12833,Mechanical Meltdown,New York Excelsior
12838,Lancaster Kinetic Storm,Chesapeake
12841,Plus +3 Robotics,Arizona
12845,THE METEORS,Michigan
12846,Dynamic Gears,Texas Houston
12847,ERA,Chesapeake
12853,Robo Cavos,New Jersey
12857,Phantom,Texas Houston
12861,RoboHeroes,California Southern
12862,Waldon Dragons,Michigan
12863,Flourish & Bots,Iowa
12864,Raiders of the ARC- Crimson,Georgia
12866,Cyber-Fins,New Jersey
12868,Ironclad,Illinois
12869,Voyager 6+,California Northern
12870,ScottieBots,New York Excelsior
12875,Snyder High School Robotics,New Jersey
12880,Razor Steel Robotics,Delaware
12882,Hypergaints,Chesapeake
12886,The LaGrange Points,Minnesota
12887,Devolt Phobos,New Mexico
12888,The Stingers,Chesapeake
12889,Wyverns,Arizona
12890,Emerson  E.A.G.L.E.S.,Michigan
12900,Quantum Claw,Texas North
12915,System Override,New York Excelsior
12923,Techno T-Rexes,Connecticut
12926,Panther Robotics,Texas North
12927,Shepton High Stallioneers,Texas North
12928,LightSaders,Texas Central
12956,Lakerbots,Massachusetts
12961,Checkmate,Georgia
12966,C-GULL ROBOTICS,Wisconsin
12968,Bard RoboRaptors,New Jersey
12971,Ctrl-Y,Illinois
12973,Reicher Robotics,Texas Central
12974,57th Mech,Georgia
12977,Rust In Peace,Texas North
12978,CCHS Panther Robotics,Texas Central
12982,Bionic Bulldogs,Illinois
12989,Super Cow,Israel
12991,Awkward Silence,Nevada
12993,RoboKings Alpha,Australia
12995,Monkey Wrench Robotics,Georgia
12997,Cosmos,California Southern
12999,Giraffic Spark,Iowa
13002,Screaming Eagles,Michigan
13003,Electromanders,Idaho
13017,Event Horizon,Louisiana
13019,Platinum Panthers 13019,Michigan
13020,Golden Tiercelet,Ohio
13022,Ridgeview Hoplites,Colorado
13028,Cougar-Bots,Michigan
13029,RoboSabers,New York City
13032,Ant Colony,Missouri
13046,Riptide Robotics,California Southern
13048,Absolute Zero,New Jersey
13050,SharkBytes,California Northern
13051,Servo Stressors,Missouri
13052,Techno Dawgs,Washington
13053,BERSERK ROBOTICS,Texas Central
13054,Mechanical MasterMinds,Mississippi
13072,Fellowship of the Robot,Texas North
13073,Texas Toast,Texas Houston
13084,Robot Raiders,California San Diego
13085,Bionic Dutch,Iowa
13088,Cyber Saints,Hawaii
13089,E T Brigade,California San Diego
13092,Central Processing Units,Missouri
13093,Golden Fish,Florida
13100,47 Beavers,Chesapeake
13103,Ironmen Omega,New Jersey
13105,Ironmen Omicron,New Jersey
13106,Walnut Creek RoboHawks,Michigan
13107,Ironmen Pi,New Jersey
13108,Encrypted,Texas South
13109,Team Koopa,Texas South
13115,Brave Robotics,New Jersey
13125,BWS Rust in Pieces,California Southern
13132,Miner Clue,Missouri
13140,The P-51 Mustangs: Team Imagine,Texas North
13141,The P-51 Mustangs: Team Inspire,Texas North
13142,The P-51 Mustangs: Team Innovate,Texas North
13146,Makers Assemble,Israel
13164,STEM 94,Idaho
13171,Polyisoprene Mallards,California Southern
13172,Centipede,Ohio
13176,Spark-O-Matic Robotics & Digital Arts,Mississippi
13178,Roncalli Robo-Cavs,North Dakota
13181,Free WiFi,Rhode Island
13186,Lactose Intolerance,Iowa
13189,Scorpio,Oregon
13190,Roblivion,California Northern
13193,Code Blue,Illinois
13196,Beaufort Academy Robotics,South Carolina
13201,Team Hazmat,Wisconsin
13206,Wave Droids,Iowa
13215,ICEcode,California Northern
13216,Deja Vu,California Northern
13217,Codo Dragons,California Northern
13218,Taro,California Northern
13223,Erudite,California Northern
13226,Going Like Hotcakes,Minnesota
13227,Mechanicats,Texas North
13233,Cyber Knights,Florida
13234,Longwood CSD Jr High FTC,New York Long Island
13245,Arcturus,Georgia
13246,Steel Beaks,Indiana
13247,RPM Robotics,Minnesota
13249,Nova Robotics,Texas West & Panhandle
13251,Canterbury School,Connecticut
13263,Wyld Stallyns,Texas West & Panhandle
13265,Osiris,Texas South
13266,Droid Rage - Apex,Texas Central
13269,Mustang MegaBytes,Texas South
13270,Hail M.A.R.Y.,Chesapeake
13271,"Cowboy Code   ""Redneck Robotics""",Colorado
13273,MilkenKnightsMS1,California Southern
13274,Longhorn Robotics,California Northern
13276,MilkenKnightsMS2,California Southern
13277,STEAMpunks Bravo,California Southern
13293,PRowlers,New Jersey
13295,Red Alert: Disaster Management,Indiana
13302,MKA Robotics,New Jersey
13303,SMES Robotics,California Southern
13312,The Bombers,Missouri
13329,Cedar Creek HS EagleBots 2,Texas Central
13334,Spence Light Sabers,New York City
13335,Short Circuits,Michigan
13337,ROBOZARK,Missouri
13347,Project Home Robotics Team,Pennsylvania
13348,ERA,Texas Central
13352,Rosie's Riveters,Iowa
13353,Circuit Breakers,Chesapeake
13356,RoboForce,California Northern
13357,IR Lightning,New York Excelsior
13359,St. Lawrence Stingerz,New York Excelsior
13360,Franklin Academy,New York Excelsior
13362,Loose Bolts,New York Excelsior
13364,Linear Lions,New York Excelsior
13365,Gearheads,Illinois
13366,Canton High School,New York Excelsior
13368,The Mechatronics,New York City
13371,Sendy Sandstoners,New York Excelsior
13375,Great Neck North Goatbusters,New York Long Island
13377,Blackout,Indiana
13381,Hot Tamales,Chesapeake
13388,Warrior Warheads,Texas Central
13389,Mallard Robotics,Chesapeake
13399,Belton Cyber Pirates,Missouri
13401,RoboDucks - The Claw,Indiana
13402,Team with No Name,Indiana
13406,Consistently Inconsistent,Massachusetts
13413,Here For The Snacks,Illinois
13414,Circuit Breakers,Indiana
13415,Electric Storm,Iowa
13416,JagWires,Iowa
13435,Tiger_STEAM Gold,Missouri
13439,The Atomic Paperclips,Oregon
13452,BTJ,Israel
13459,M.A.R.G.,British Columbia
13460,Phantastix Phoenixes,Iowa
13462,Digital Owls,Michigan
13463,Wildecats,Chesapeake
13466,Gwama Robotics,Texas Central
13467,Lyrics and Logic,Delaware
13472,The Dork Side,Texas North
13474,MARS: Curiosity?,Pennsylvania
13475,Lionotics 2,New York City
13480,Oly-wan Kenobi,Washington
13484,Error 13484,Washington
13498,Robo Hawks,Missouri
13507,The Light Brigade,New Hampshire
13510,MUCCBots!,New York Excelsior
13512,Falcon ROBO-RANGERS,Texas South
13514,Big Bang Mission Eagle,Texas South
13523,Lady ROBO-RANGERS,Texas South
13531,Botbusters Black,Mexico
13532,EagleBots,Iowa
13533,Tech BraveBots,Michigan
13534,Robots in Plaid,Massachusetts
13539,RoboChargers - Thunder - Yellow,Texas North
13540,Rhodeberto,Rhode Island
13542,RoboChargers - Typhoon - Blue,Texas North
13546,Shifting Gears,Minnesota
13550,Code Red Robotics - M.E.D.I.C.S.,Michigan
13552,RoboChargers - Terremoto - Pink,Texas North
13570,ElectroStangs Black,Michigan
13580,Tech Serpents,Texas South
13581,Fang Gang,Texas South
13582,Optimus Primates,Texas South
13584,X Reckless Robotics,Texas South
13586,Adders,Texas South
13588,Rattlerbots,Texas South
13590,Viperstrike,Texas South
13594,Sherrard TiGEARS,Illinois
13598,Mo Bots,Michigan
13599,BruinBots,Chesapeake
13601,BeaverBots,Washington
13603,Hackercats,Minnesota
13615,RoboRams,New Jersey
13617,Bectobots,New Jersey
13620,The Winsor Wildbots,Massachusetts
13621,Cable Management,Chesapeake
13624,Subway Servos,Florida
13625,Chair Chasers,Wisconsin
13626,Hydra,Australia
13641,YULA Boys - JV,California Southern
13643,Rebel Wreckers 13643,Michigan
13647,Code Red Robotics - M.E.D.I.C.S.,Michigan
13648,Jankbot,Washington
13657,Satellite Squad,Texas North
13661,Cygons (Cyborg Dragons),South Carolina
13663,Quantum Smashers,New Jersey
13666,Tractor Technicians in Training (Orange),Michigan
13667,Tractor Technicians in Training (Yellow),Michigan
13669,RAIDERBOTS - COATESVILLE AREA HIGH SCHOOL,Pennsylvania
13670,Barons Builders,Texas Central
13675,Talon Techs,Florida
13684,Infinity Tech,Michigan
13688,DLSNC Knights,Oregon
13699,RoboGrizzlies,Illinois
13702,Joe Bots - White,Michigan
13709,Null Sector,Oklahoma
13710,Artemis,Australia
13714,Juarez Lincoln High School,Texas South
13727,Juntos Unidos,Oregon
13733,Electric Bacon,Michigan
13735,ââS (PiRates),North Carolina
13737,Belton Cyber Pirates,Missouri
13738,Alvirne Robotics,New Hampshire
13744,Enginerds,Texas Central
13747,Techtronic Challengers,New Jersey
13748,Nerds United,Michigan
13749,EKG Pickle Pirates,Oregon
13750,The Lab Rats,Indiana
13754,Q^3,Michigan
13755,Robocat,Texas West & Panhandle
13781,Bear Bytes,Michigan
13783,ThunderChicksToo,Texas North
13784,Lightning,Oregon
13788,Talkington Tinies,Texas West & Panhandle
13804,Powhatan SPEAR,Chesapeake
13805,Robotic Chaos,Texas West & Panhandle
13806,Project Agnizab,Oklahoma
13811,High Voltage,Texas North
13822,RoboVikings,Texas Houston
13825,Westerner Cobots,Texas West & Panhandle
13828,Java Jokers,Wisconsin
13829,Solorio Robotics,Illinois
13833,Deep Space Dolphins,Texas Central
13835,Enigma,Colorado
13847,At Least It Didn't Explode,New York Long Island
13848,The 'Rock Bots 2.0,Massachusetts
13867,BayBots,New York Long Island
13879,EGMS Metal Minds,Colorado
13882,Bryant Eagles A,Michigan
13883,The Razzle Dazzle of Fantazzmagazzles,North Carolina
13885,OJ Cyborioles,Michigan
13893,Team BeSST-13893,Texas Central
13895,Team LiveWire,Texas Central
13896,Team Battle Stallions,Texas Central
13898,Aberhart Alpha,Alberta
13900,Iron Horses,South Carolina
13906,Epiteugma Revved Up,Cyprus
13907,Team #13907,Oregon
13908,Team #13908,Oregon
13909,Team #13909,Oregon
13910,Voltage,Arizona
13917,ZooBOTix Hillside,Michigan
13948,Cathedral Robotics,Texas West & Panhandle
13965,Hopkins Robotics Maroon,Connecticut
13968,Herberger Howlers,Arizona
13970,Anjoules,New Jersey
13981,InvestiGators,California Northern
13989,8th Grade 1,Michigan
13998,GFU-PantherBots,Michigan
13999,P3A Robotechs,Michigan
14000,Dixon... The REBOOT,Michigan
14001,Tech Tigers,Michigan
14003,The Sampson Webber Sampson-ites,Michigan
14005,Robo-Eagles,Michigan
14007,Rockin Robo Kidz,Michigan
14009,AWESOMYSTICS,Michigan
14010,Techno Phoenix,Michigan
14015,MC Hammers,Michigan
14018,Mountie Blackbot,Michigan
14021,SCHS Robotic Team - SRT 1,Alberta
14022,SCHS Robotic Team - SRT 2,Alberta
14023,SCHS Robotic Team - SRT 3,Alberta
14026,Organized Chaos,New York Excelsior
14028,Orbit 12,Israel
14029,Orbit Vikings,Israel
14033,Robo Ravens,Michigan
14040,Concord Academy Petoskey Bot O' CAPs,Michigan
14054,IR Thunder,New York Excelsior
14066,Berkshire Hazards,Michigan
14069,KnightBots,Texas Houston
14084,[Insert Name Here],Indiana
14091,Roseville Raiders Robotics,Minnesota
14100,High Voltage,Georgia
14101,GigaBots,Georgia
14109,WHCA Lightning Colts,Michigan
14116,Walker - Information Overload,Georgia
14126,Fibonacci,Oregon
14129,Wizalos,California San Diego
14130,To Be Determined,Pennsylvania
14133,Lansdale Catholic Cyber Crusaders,Pennsylvania
14134,N.E.W.T.,Oklahoma
14140,Crash Test,California San Diego
14144,EAGirls,Netherlands
14145,Lions,Texas West & Panhandle
14147,High Voltage Couch Bananas,Idaho
14156,Packer Robotics,New York City
14158,"Wilson ""Ultimate Warriors""",Michigan
14162,Bots&Bytes,California Northern
14165,Pebblebrook OG Team,Georgia
14167,The Savage Penguins,Illinois
14169,BC4H  Partytime ^s,Chesapeake
14172,Disco Duckbots,Iowa
14174,Cougar Robotics,Ohio
14177,Staticats,Oklahoma
14179,Sushi Squad,New Mexico
14183,Dukes of Brabant,Netherlands
14186,P3,Missouri
14188,CyberHawks14188,Minnesota
14195,Cerulean Centaurs,California San Diego
14199,FlyBots,Missouri
14200,WASP - 12B,North Carolina
14204,Super Scream Bros,Illinois
14212,Metrobotics,New York City
14213,Nighthawks,Missouri
14214,NvyUs,California Northern
14226,Ironic,Florida
14235,Out of Order,California San Diego
14236,Slight Malfunction,Mississippi
14237,CHS Pyrotechnics,New Jersey
14238,Robo Lions (FTC),Texas Houston
14246,Robotrons,Washington
14251,Capital Robotics,Vermont
14253,Magic School Bots,Chesapeake
14254,Trivium Knight Lights,Arizona
14257,REBELBOTS,Missouri
14259,TURBÎ© V8,California Northern
14261,Wreck Less,Ohio
14270,Quantum Robotics,Romania
14273,Sense & Sound Robotics,Massachusetts
14277,QUBE.,Romania
14278,Xeo,Romania
14279,FLRC - Circuit Breakers,Ohio
14281,Ravena-Coeymans-Selkirk,New York Excelsior
14291,Small Town Robotics,Tennessee
14295,Operation T.A.C.,California Southern
14296,Hiller Instinct,Delaware
14298,Lincoln Robotics,California Northern
14300,Animatronics,California Northern
14315,mobiUs,Chesapeake
14316,MDR Entradox,British Columbia
14318,BioBots,California Northern
14323,Half-Wit Hatchlings,California Northern
14338,"CAOS Robotics (""Chaos"")",California San Diego
14339,Sydney Girls,Australia
14343,Escape Velocity,Washington
14349,Gong Invaders,Australia
14353,The N.E.R.D.-bots!,Michigan
14360,Sprockets & Screws,Illinois
14361,CPHS ROBOLOBOS GREEN,Texas Central
14363,CPHS ROBOLOBOS WHITE,Texas Central
14365,Summit Knights,Ohio
14371,MT. ZION BRAVES,Illinois
14374,Dark Matter,Louisiana
14375,We Over Slept,Iowa
14377,RoboPanthers,California Southern
14380,Blue BotBuilders,Australia
14381,Dutch Warriors,Netherlands
14382,CC4H Robotics - Flex Force 1,Pennsylvania
14384,Patent Pending,Florida
14391,Under Ctrl,Brazil
14393,Packer Robotics,Georgia
14401,Wildcat Robotics,Illinois
14403,Clare Shockwave,Michigan
14413,Trinity Tigers,New York City
14417,TryHard Robotics,California Northern
14422,Twisted Mettle,Illinois
14423,RoboCorns,Pennsylvania
14431,Pyrites,Florida
14434,Error404,Minnesota
14436,Roaring Robotics,Arizona
14442,Neutrons,New Mexico
14445,Poseidons,Texas North
14447,CyberVikings,Florida
14450,RoboRebels,New Jersey
14452,Biohazard Bots,Iowa
14461,RoboHawks,New York Long Island
14464,BotBusters,Pennsylvania
14466,Robo Rollers,Australia
14468,Dragons,Georgia
14469,HOW,Illinois
14470,Cascade Robotics,Georgia
14471,Narly Narwhals,Georgia
14473,Future,California Northern
14475,It's Gonna Blow,Illinois
14481,Don't Blink,New Jersey
14482,CRJ Lions 2,Texas Houston
14491,Nerdettes FTC,Arkansas
14493,Comet BOTs,California Northern
14496,Roboctopi,California San Diego
14498,Robotech Warriors,New Jersey
14503,Robo Sapiens,Texas Houston
14515,THEORY6,Ontario
14518,RoboVikes,Ohio
14521,Excalibur,Minnesota
14523,Free of Charge,Texas North
14524,PESH Bots,Texas North
14525,TerraBats,California Northern
14531,The 2nd Rebellion,California Southern
14532,Splitting Atoms,Nevada
14535,Alpacas,California San Diego
14544,Pingry Big Blue Robotics,New Jersey
14556,Tactical Tech Tomato Turtles,Minnesota
14561,Tech Tigers,Minnesota
14563,Teriffic Tech Bots,Washington
14568,Norwalk RoboWarriors,Iowa
14575,Capital Bots,Chesapeake
14579,Top Shelf BGS,Australia
14584,Pioneer 327,Arizona
14586,Einstein's Cross,Arkansas
14590,Prometheus,New Hampshire
14592,Huskies,Illinois
14596,XLR8,Indiana
14597,PC Rocket Robotics,Chesapeake
14607,Robot Uprising,Chesapeake
14608,SunrayBotCats,Texas West & Panhandle
14614,Electro,Illinois
14623,Cramer Jr. High Wolfpack,Michigan
14624,Cat-astrophic Byte - Jaguar Robotics,Arizona
14627,Spare Parts,Mississippi
14631,Laser Tech,Wisconsin
14637,Aquanauts,Texas West & Panhandle
14638,Infinity & Beyond,Michigan
14639,Double X,New York City
14641,Panthers,North Carolina
14644,Synergy,Georgia
14649,WBSD FTC - Anchorbots,Michigan
14659,Pleiades Robotics,Colorado
14663,Killabytez,California Northern
14664,Squire Squad,Louisiana
14666,Inverse Polarity FTC,Massachusetts
14669,Vortex,New York Excelsior
14670,TerrorBytes,Michigan
14671,inside joke,Oklahoma
14673,Odyssey One,Florida
14675,Vikings,Texas South
14676,AzTECHS,Texas South
14679,Valkyries,Texas South
14682,Gears & Spears,Georgia
14683,Lincoln-Way Central Robotics and Engineering Team,Illinois
14687,Cybernetic Chaos,Oregon
14690,Tech Titans,Missouri
14691,Mechanical Mafia,Chesapeake
14694,RoboGuard,Texas North
14706,Armada Pi-Gears,Michigan
14707,Zero Logic,Florida
14708,Short Circuits,Florida
14709,Augusta Panthers,Kentucky
14711,WARHBOTS,Michigan
14712,Ruckus Robotics,New York City
14714,Pear-O-Botics,Texas Houston
14715,Peter Lougheed Thunder,Alberta
14716,Fox Trackers,Alberta
14717,Mandela United Squadron - Second Unit,Alberta
14718,Timberbots,Alberta
14723,Chesterton Robots,Illinois
14725,Java the Hutts,Florida
14727,Mind of the Machine,Kentucky
14734,Envirobots,New York City
14736,Shell Bots,Iowa
14738,Theoretically Correct,Pennsylvania
14739,Metal Benders,Michigan
14742,Brobots,Missouri
14750,ATOM,Georgia
14756,"Sparbots, FTC White",Georgia
14757,The SashaBRAWLERS,Michigan
14759,BOTcat Brainiacs,Michigan
14762,Robo Panthers,Texas Houston
14765,Mechatronic Mustangs,Florida
14778,Autonomous Anonymous,Georgia
14779,Spontaneous Construction,Minnesota
14785,The Sensational Seven,Texas Houston
14790,Coding Cobras,Michigan
14793,Pun-ishers,North Dakota
14799,LCS Javawocky,Mississippi
14800,Cyberdine,Mississippi
14803,uKnighted,New York City
14815,HackBytes,Michigan
14821,Team Rocket,Georgia
14822,RoboGirls,Washington
14825,Waffles,Hawaii
14835,Tie-Dye Samurai,Arizona
14840,DCS MechWarriors,Illinois
14841,Mighty Meadowbots Blue Team,Nevada
14842,SPYGEARS,Pennsylvania
14850,Donkey Kog,Florida
14853,Aquabots,Massachusetts
14855,Shamrocks,Arizona
14863,RGB,California Southern
14864,"Wilmington Wired WildCats, WWW",Massachusetts
14867,Cougar Bots,Missouri
14869,Bomba,Israel
14872,Orbit,Israel
14875,LightSpeed,Massachusetts
14876,TRA3N REX,Oregon
14887,RoboRaiders,Georgia
14888,Alliance League,Georgia
14892,Venom,Georgia
14896,St. Georges College,Jamaica
14901,Cubotics Callisto,Louisiana
14903,SharkBots,New York Excelsior
14904,Lakehill Bionicles,Texas North
14905,Bad Batch Bots,Texas West & Panhandle
14906,Leviathan Robotics,Oklahoma
14913,Ram Jam,Texas West & Panhandle
14917,Asteria,California Southern
14919,Circuit Breakers,Missouri
14921,AlphaOmega,California Southern
14931,PioNerds Black,Minnesota
14933,Rogue Rat Robotics,Michigan
14936,Ribbit Ravens,Michigan
14937,Electro-Ravens,Michigan
14938,Goofy AAAAH Ravens,Michigan
14939,Ruthless Ravens,Michigan
14941,The Professionals,Michigan
14943,Weber RamBots,Georgia
14944,Riverbots,Michigan
14946,"Robo Ravens, Jr.",Michigan
14947,Robotic Ravens,Michigan
14952,Beskar Bots,Texas West & Panhandle
14953,Ridgeview Hoplites II,Colorado
14954,The Glorious Roborioles,Indiana
14959,Steel Wolves,Missouri
14962,Sprinkling Pixie Dust,Texas North
14963,Automated Chivalry,Missouri
14969,Vortex,California Northern
14971,Rock 'em Sock 'em Robots,Chesapeake
14975,Botz N' Bolts,New Jersey
14976,PAC RATS,Florida
14995,The Legion,Missouri
14996,Omega Squad,California Southern
15004,Tech KNOW Logic,Michigan
15005,Technophobia,Illinois
15006,Nerdvana,Florida
15008,The Eclipse,Chesapeake
15010,RHS Bombers,Washington
15013,Friction,British Columbia
15021,Ravioli Pastabots,Texas Houston
15024,Cougarbots Bravo,Texas Central
15031,BoltBusterZ,Illinois
15033,Bug Bytes,Florida
15036,JavaDaHutt,Oregon
15046,Incognito Robotics,California Southern
15050,Lightning Bots,Iowa
15052,Space Engineers,Florida
15055,Question Mark,Iowa
15058,RoboJags,Arizona
15059,Calabar High School,Jamaica
15060,Immaculate Conception High,Jamaica
15065,A Byte Irrational,Florida
15071,Gearheads,Iowa
15076,'Iobotics,Hawaii
15078,Reuthanaters,Michigan
15081,Milton Robotics,Vermont
15083,Antagonists,Texas North
15084,Water Coolers,Texas North
15089,Circuit Breakers,Massachusetts
15091,aztec.exe,California Southern
15094,JCP Danger Chickens,Illinois
15097,Python,California San Diego
15104,Static Eagles,Michigan
15109,Schrodinger's Cats,Washington
15117,Olympic Dragons,Washington
15118,CogChamp,Illinois
15119,Area 51,Michigan
15120,Team AI,Michigan
15135,Venom,Arizona
15141,AM.I.T ASHDOD,Israel
15144,ARTEMIS,Australia
15145,RoboKings Beta,Australia
15146,GarageBot,California San Diego
15147,Owltrons,New Jersey
15156,Botters Bots Club,Georgia
15157,IFC,California Southern
15159,We Byte,Illinois
15167,Robo Troopers,Chesapeake
