Team Number,Team Name
22920,VORTEX
22967,Techrobotranics
22968,Avengers
22969,Star Wars
22970,Striven Wipers
22971,Warriers
22985,Paraducks
22986,Team Atom
22987,Team Innov8
22988,Astrobot
22989,Robopals SK1
22997,Robo Monarch Bengaluru
23003,CodeBreakers
23009,Dharavi Dynamites
23023,Tech TeleCynics
23037,S.G.N.D.I.C. - Shri Guru Nanak Dev Innovation Center
23040,S.G.G.S.I.C - Shri Guru Gobind Singh Innovation Center
23041,S.G.T.B.I.C. - Shri Guru Tegh Bahadur Innovation Center
23042,Alfa@1
23043,Wrecker Jaw
23044,Robotnik
23045,INCREDIBOT
23049,PAI Tidals
23057,MUWCI Techraiders
23066,Techn0vers
23071,Team Creation 
23074,YOJAK WARRIERS
23075,PCMC CHAMPS
23090,Chennai Robo Rockers
23127,Sahas
23112,QSTSS1
23113,EdisonFTC
23114,Sabah
23115,Electra
23116,ABMFTC
23117,AbuO FTC
23118,RoboQAST
23119,QASTclaw
23120,QADBots2
23121,974
23122,Unsorted Organization
23125,Dominators
20955,UK-051
21194,RBAI
21635,X Ash A - XII
21636,Eddie
21637,MonkeyBot
21638,21638
21639,EJ King Middle High School 
21641,Kinnick Red Devils
21668,Toothless MK4
21670,Candyland
21686,Samurai Robotics
21838,KDHS Pride
5053,Clearwater Atomic Robotic Technicians
11973,Riverstone OtterBots
12744,Twin Falls High School
13003,Electromanders
13164,STEM 94
14147,High Voltage Couch Bananas
16162,A2Z Robotics
18552,Moscow Mechanics 
19760,NIRB (North Idaho Ruby Bots)
19999,Wheeled Wildcats
20169,PiSTEM Dinos
20371,Chargers
21347,Argobots
21610,Riverhawks
21887,Firth Tech Team
22203,Mind Over Metal
14391,Under Ctrl
16041,BAHTECH
16043,Robossauros
16049,SESI FTCAMB
16050,Team ProdiXy
16051,Marco Zero Enterprise
16052,HYDRA
16053,Clusters
16056,TupiTech
16058,Rev Atom
16062,TchêStorm
16786,Cavalo Vendado
17730,Tera Robotic's
17731,LEGONAUTAS
17742,SESI TeCCactus
17799,Newgen Leaders
17800,ParáTech
17801,XMACHINE
17893,CodeTech
18066,BENDERMINDS
18613,Sanja Storm
19188,ANANINTECH
19191,Destemidos
19192,SPARTAN
19194,SESI SENAI SC Carvoeiros RoboTECH
20858,Alpha Byte
21036,JUSTICE FTC TEAM
21069,OUTPUT Jundiaí
21077,SESI SENAI FTBEN
21078,Criadores
21081,Asimov
21084,Nautilus Viasoft
21085,SESI SENAI BRONTOBYTE FTC
21086,Alphadroid's
21178,Avenues Robotics
21222,EQUIPE QUIMERA
21223,Acrônicos
21342,Lösungsjäger
22374,Highway Park Robotics
22660,Unity Sunset
22977,Dumonters 
23059,FALCONS
23060,EVEREST
23069,SESI SENAI SC TECHMAKER CHALLENGE
23072,Raptors Robotic's
23073,Mac Robot's - FTC
22961,AV Absolute Value
23046,Pirates 
19332,QPS-Saudi
23146,THE VISION INNOVATORS
19279,UK 184 - UniBorgs
19282,UK 247 - ASL Team 4 - MS ASP G8
20994,fernDOWNLOAD#85
20997,fernDOWNLOAD#166
20999,fernDOWNLOAD#240
21002,UK 249 - ASL Team 6 - HS Robotics Class 1
21003,UK 250 - ASL Team 7 - HS Robotics Class 2
21009,UK 337 HCACP Harris Atoms
21122,UK097
21186,110 Delphinus 21186
21199,UK116 - St Philomena's - Omega
21200,UK179 - Alpha
19265,UK OOO - Organisation - Team Name
20995,UK 373 - Egglescliffe School - Vision Robotics
21012,UK 011-Woodhouse Academy-The Lupus Legends
21013,UK 010-Woodhouse Academy-The Gampoko Squad
21119,UK 029-Aldersley High School- Sustainable Danger 
21126,UK 164 Holmfirth High School
21182,UK 158 - Newcastle-under-Lyme School - NULBOT 
21202,: UK 069 - Biddulph High School - Team Name TBC
21212,Alpha
23104,Team Wobot
23150,Dragon
23152,飞虎创学队
23153,梦之队
23155,37中队
23160,Robodes
