Link,Name,Location,Start,End
USTXNOULM2,TX-North U-League Meet 2,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXCEOH90M2,TX- Central Old Highway 90 Meet 2,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXNOCNLT1,TX-North C&N Tournament,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXCEXSTM1,TX-Central X-STREAM B Meet 2,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXCEKWM2,TX-Central Kwolek Meet 2,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXSOCUM3,TX-South Curie Meet 3,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXWPAMM2,TX-W&P Amarillo League Meet #2,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXSOHAM3,TX-South Hawking Meet 3,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXCEWAM2,TX-Central Waco League Meet 2,USA,2022-12-07 00:00:00,2022-12-07 00:00:00
USTXNOXMLM2A,TX-North X-League Metro Meet 2A,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USTXCEXSTM2,TX-Central X-STREAM A Meet 2,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USUTPRQ,UT Freedom Prep Academy Qualifier,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USCHSORQ,CHS-VA Orange Qualifier,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USCHSGAQ,CHS-VA Glen Allen Qualifier,USA,2022-12-11 00:00:00,2022-12-11 00:00:00
USWAKNM2,WA Knuth League Meet 2,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
USWIBRS,WI Hazmat FTC Scrimmage,USA,2022-12-10 00:00:00,2022-12-10 00:00:00
CAABABSAM2,AB Southern Alberta Round 2,Canada,2022-12-17 00:00:00,2022-12-17 00:00:00
KZALS,Kazakhstan FIZMAT Championship,Kazakhstan,2022-12-16 00:00:00,2022-12-16 00:00:00
USAKFAQ,AK Fairbanks Qualifier,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USAKJUS3,AK Remote PowerPlay Scrimmage,USA,2022-12-12 00:00:00,2022-12-17 00:00:00
USAZTUQ,AZ Diamondback - Tucson Qualifier,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USCANOSBM2B,CA-NorCal South Bay Metro League Meet 2b,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USCALAA2M2,CA-SoCal League A2 - Meet 2,USA,2022-12-18 00:00:00,2022-12-18 00:00:00
USCALAC2M1,CA-SoCal League C2 - Meet 1,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USCANOSBM2A,CA-NorCal South Bay Metro League Meet 2a,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USCANONEM2,CA-NorCal North East League Meet 2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USCALAA1M2,CA-SoCal League A1 - Meet 2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USFLFLOLM2,FL Orlando Robotics League Meet #2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USFLFLSPM1,FL Space Coast Wild Voltz,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USGADOUGM3,GA Douglasville Meet 3,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USIAWIM5,IA Wind_Meet_2022-12-17,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USIAHYM6,IA Hydro_Meet_2022-12-17_Dubuque,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USIAGEM11,IA Geothermal_Meet_2022-12-17,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USIAWIM2,IA Wind_Meet_2022-12-13,USA,2022-12-13 00:00:00,2022-12-13 00:00:00
USIAMAM2,IA Magnetic_Meet_2022-12-17,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USIANUM8,IA Nuclear_Meet_2022-12-16,USA,2022-12-16 00:00:00,2022-12-16 00:00:00
USIAGEM5,IA Geothermal_Meet_2022-12-16,USA,2022-12-16 00:00:00,2022-12-16 00:00:00
USIANUM2,IA Nuclear_Meet_2022-12-17,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USIAHYM7,IA Hydro_Meet_2022-12-17_IowaCity,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USIASOM2,IA Solar_Meet_2022-12-17,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USILWM2,IL Western Meet 2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USILRM2,IL Rockford Meet 2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USILSSM2,IL South Suburbs Meet 2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USILCMM2c,IL Chicago Meet 2C,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USINNCM4,IN FIN North Central League Meet 4,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USINNWM2,IN West Central League Meet #2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USINNCM3,IN FIN North Central League Meet 3,USA,2022-12-12 00:00:00,2022-12-12 00:00:00
USINSLM1,IN FIN South League Meet 1,USA,2022-12-16 00:00:00,2022-12-16 00:00:00
USMASHQ,MA Ryken Robobowl,USA,2022-12-18 00:00:00,2022-12-18 00:00:00
USMICMP,Michigan FTC State Championship-NW,USA,2022-12-15 00:00:00,2022-12-17 00:00:00
USMNMM3,MN FTC Mille Lacs League Meet 3,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMNPM3,MN FTC Pepin League Meet 3,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSSTLNM5,MOKS-MO Warrenton PM,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSKCEM1,MOKS-MO Knob Noster AM,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSSTLSM1,MOKS-MO Gateway STEM HS,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSKCWM1,MOKS-MO Knob Noster PM,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSSTLNM10,MOKS-MO Orchard Farm 2,USA,2022-12-15 00:00:00,2022-12-15 00:00:00
USMOKSSEM1,MOKS-MO Notre Dame,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSSWMIM2,MOKS-MO Newburg,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSSTLMM1,MOKS-MO St. Louis Community College Wildwood,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USMOKSSTLNM4,MOKS-MO Warrenton AM,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USNHWIS,NH Windham Scrimmage #3,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USNJNEM4,NJ 1218-P2  Northeast Edge League Meet (Sunday),USA,2022-12-18 00:00:00,2022-12-18 00:00:00
USNJSOM4,NJ 1217-P2  Southern League Meet (Saturday),USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USNYEXPEQ,NY-Excelsior Finger Lakes Qualifier,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USOHKIS,OH Kirtland Scrimmage,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USOHCOHLLT,OH Central Ohio League Tournament,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USOKOKLAM10,OK Okarche - morning,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USOKOKLAM2,OK Okarche - afternoon,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USPACOQ1,PA Eastern Qualifier,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USPACOQ2,PA Red and Black Qualifier,USA,2022-12-18 00:00:00,2022-12-18 00:00:00
USTNKNS,TN Webb School,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USTXSOTEM2,TX-South Tesla Meet 2 (Laredo),USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USTXCEGCM1,TX-Central Daphne Koller Meet 4,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USTXCEGCM4,TX-Central Sylvia Earle Meet 4,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USTXSOTEM3,TX-South Tesla Meet 3 (Laredo),USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USTXNOMLM2,TX-North M-League Meet 2,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USWATELT,WA Tesla Interleague Tournament,USA,2022-12-18 00:00:00,2022-12-18 00:00:00
USWACULT,WA Curie Interleague Tournament,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USWAPALT1,WA Pasteur Interleague Tournament,USA,2022-12-18 00:00:00,2022-12-18 00:00:00
USWAWALT,WA Watt Interleague Tournament,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USWAFELT1,WA Feynman Interleague Tournament,USA,2022-12-17 00:00:00,2022-12-17 00:00:00
USWIVAQ,WI Lakeshore FIRST Tech Challenge Qualifier,USA,2022-12-16 00:00:00,2022-12-17 00:00:00
USLATBQ,LA Qualifier 1,USA,2022-12-15 00:00:00,2022-12-19 00:00:00
CABCSUS,BC L.A. Matheson Scrimmage,Canada,2023-01-07 00:00:00,2023-01-07 00:00:00
GBLOS,GB South East Scrimmage,United Kingdom,2023-01-06 00:00:00,2023-01-06 00:00:00
USARSPS2,AR Turnbow Scrimmage,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USCALAA2M3,CA-SoCal League A2 - Meet 3,USA,2023-01-08 00:00:00,2023-01-08 00:00:00
USCANOSJQ1,CA-NorCal San Jose #1 Qualifying Tournament,USA,2023-01-08 00:00:00,2023-01-08 00:00:00
USCALADM3,CA-SoCal League D - Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USCALAF2M2,CA-SoCal League F2 - Meet 2,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USCALAWM2,CA-SoCal League W - Meet 2,USA,2023-01-08 00:00:00,2023-01-08 00:00:00
USCALAF1M1,CA-SoCal League F1 - Meet 2,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USCALAC1M2,CA-SoCal League C1 - Meet 2,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USCODEQ,CO Central Metro Qualifier,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USFLFLACM4,FL AeroCoast League Meet #4,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USGAMARIM4,GA Marietta Meet 4,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USIACHM2,IA Chemical_Meet_2023-01-07,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USIAWILT,IA Wind League Tournament,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USIAMALT,IA Magnetic League Tournament,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USIAGEM2,IA Geothermal_Meet_2023-01-06,USA,2023-01-06 00:00:00,2023-01-06 00:00:00
USIASOM4,IA Solar_Meet_2023-01-07,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USIDPFS4,ID North Idaho Scrimmage #4,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USILPM3,IL Peoria Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USINSLM2,IN FIN South League Meet 2,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USMALEQ,MA Battle of Lexington 8.0,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USMOKSSWMIM5,MOKS-MO Kickapoo 2,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USMOKSSTLNM11,MOKS-MO STLN Christian High Meet,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USMOKSSTLNM7,MOKS-MO Discovery Elementary AM,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USMOKSSTLNM6,MOKS-MO Discovery Elementary PM,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USMOKSSTLMM6,MOKS-MO MICDS,USA,2023-01-06 00:00:00,2023-01-06 00:00:00
USMSGRQ3,MS Grenada Qualifier,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USNCELS,NC Elon Power Play Scrimmage,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USNJNOM5,NJ 0107-P3  Northern League Meet (Saturday),USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USNJUCM4,NJ 0108-P3  Upper Central League Meet (Sunday),USA,2023-01-08 00:00:00,2023-01-08 00:00:00
USNYEXCOQ,NY-Excelsior Corning Qualifier,USA,2023-01-08 00:00:00,2023-01-08 00:00:00
USOHCLQ,OH Kirtland Qualifier,USA,2023-01-06 00:00:00,2023-01-07 00:00:00
USOKOKLAM14,OK OSSM,USA,2023-01-08 00:00:00,2023-01-08 00:00:00
USOKOKLAM13,OK Mustang - January,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USORMWM2,OR Midwestern League Meet 2,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USORSFM3,OR Silicon Forest League Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USORMWM3,OR Midwestern League Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USORSOM3,OR SOAR League Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USORRCM3,OR Rose City League Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USPAPHS,PA FTC Scrimmage,USA,2023-01-06 00:00:00,2023-01-06 00:00:00
USRIPRQ,RI Wheeler School Qualifier,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USSCFLS2,SC PeeDee Scrimmage 2,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USTNCHS,TN Baylor School Chattanooga,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USTXNOFLM3,TX-North F-League Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USTXCESTM1,TX-Central SSTallions Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
USTXNOMLM3,TX-North M-League Meet 3,USA,2023-01-07 00:00:00,2023-01-07 00:00:00
CAABABSAM3,AB Southern Alberta Round 3 (Junior High Only),Canada,2023-01-14 00:00:00,2023-01-14 00:00:00
CABCKIS6,BC Northern Scrimmage 6,Canada,2023-01-14 00:00:00,2023-01-14 00:00:00
CAONKIQ,ON Kingston Qualifier,Canada,2023-01-14 00:00:00,2023-01-14 00:00:00
JMK6S2,JM Jamaica College Scrimmage,Jamaica,2023-01-14 00:00:00,2023-01-14 00:00:00
KZKAQ,KZ DARYN Tournament,Kazakhstan,2023-01-10 00:00:00,2023-01-11 00:00:00
NLNLM3,NL League Meet Bladel,Netherlands,2023-01-14 00:00:00,2023-01-14 00:00:00
GBCHS,GB North Scrimmage,United Kingdom,2023-01-12 00:00:00,2023-01-12 00:00:00
GBSTS,GB West Midlands Scrimmage,United Kingdom,2023-01-10 00:00:00,2023-01-10 00:00:00
GBBES,GB Northern Ireland Scrimmage,United Kingdom,2023-01-10 00:00:00,2023-01-10 00:00:00
USAZGOQ,AZ Palo Verde - Goodyear Qualifier,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCANOPNM3,CA-NorCal Peninsula League Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCANOSJQ2,CA-NorCal San Jose #2 Qualifying Tournament,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USCALAEM2,CA-SoCal League E - Meet 2,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCALAC1M3,CA-SoCal League C1 - Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCANONEM3,CA-NorCal North East League Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCALAO1M2,CA-SoCal League O1 - Meet 2,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCALAC2M2,CA-SoCal League C2 - Meet 2,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCANOSCQ2,CA-NorCal Santa Clara #2 Qualifying Tournament,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCHSWAQ,CHS-DC Qualifier 1,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCHSWAQ1,CHS-DC Qualifier 2,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USDEWIS2,DE FTC Meet -- Tower Hill,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USFLFLOLM3,FL Orlando Robotics League Meet #3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USFLFLSPM4,FL Space Coast Pink Pac Rat Party,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USFLFLOCM4,FL ONECLAY League Meet #4,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USFLFLGCM3,FL Gulf Coast League Meet #3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USFLFLNEM4,FL North East League Meet #4,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USFLFLROM3,FL ROBOT League Meet #3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USGANORTM5,GA N Georgia Meet 5,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USGAATHM4,GA Caterpillar Meet 4,USA,2023-01-10 00:00:00,2023-01-10 00:00:00
USGAJACKM5,GA Jackson Meet 5,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USGADOUGM4,GA Douglasville Meet 4,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USHICMP,Hawai’i Regional Championship,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USIAGEM1,IA Geothermal_Meet_2023-01-10,USA,2023-01-10 00:00:00,2023-01-10 00:00:00
USIAHYLT,IA  Hydro League Tournament,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USIANULT,IA Nuclear League Tournament,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USIDGOS,ID Southern Idaho Scrimmage,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILSSM3,IL South Suburbs Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILNEM3,IL Northeast Lake Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILFNM3,IL Fox Valley North Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILSM3,ILSouthern Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILCMM3A,IL Chicago Meet 3A,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILWM3,IL Western Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILCM3,IL Central Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILFSM3,IL Fox Valley South Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USILNSM3,IL North Shore Meet 3,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USINISM3,IN FIN Indy South League Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USINNWM3,IN West Central League Meet #3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USINSLM3,IN FIN South League Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USMNBUQ1,MN FTC Burnsville Sat. Jan. 14,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USMNBUQ2,MN FTC Burnsville Sun. Jan. 15,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USMOKSKCWM6,MOKS-MO East Trails KC West AM,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USMOKSKCEM6,MOKS-MO East Trails KC East PM,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USMOKSSTLSM3,MOKS-MO St. Joseph's Academy,USA,2023-01-11 00:00:00,2023-01-11 00:00:00
USMOKSSWMIM4,MOKS-MO Rolla Technical Institute 2,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USMOKSSTLMM7,MOKS-MO Girl Scouts,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USMSBCQ4,MS Bogue Chitto Qualifier,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNCHUQ,NC FTC JM Alexander MS,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNDFAQ,ND Dakota State Qualifier at NDSU,USA,2023-01-09 00:00:00,2023-01-14 00:00:00
USIACHM6,IA-NE Chemical_Meet_2023-01-14,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNHMAQ,NH Derryfield Qualifier #1,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNJNEM5,NJ 0114-P3  Northeast Edge League Meet (Saturday),USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNJSOM5,NJ 0115-P3  Southern League Meet (Sunday),USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USNMALQ,NM Albuquerque FTC Qualifier,USA,2023-01-13 00:00:00,2023-01-14 00:00:00
USNYNYQUQ6,NY-NYC Qualifier 6,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USNYEXPEQ2,NY-Excelsior Peekskill Qualifier,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNYLIFPQ2,NY-Long Island Qualifier #2,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USNYLIFPQ1,NY-Long Island Qualifier #1,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNYEXALQ,NY-Excelsior Albany Academies Qualifier,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USNYNYQUQ5,NY-NYC Qualifier 5,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USOHOXQ,OH Miami University Qualifier,USA,2023-01-12 00:00:00,2023-01-14 00:00:00
USOKOKLAM11,OK TSAS January,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USPACTQ,PA Southwestern Qualifier,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USRIEGQ,RI New England Tech Qualifier,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCENSAM6,TX-Central Hill Country Field Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCEWAM3,TX-Central Waco League Meet 3,USA,2023-01-12 00:00:00,2023-01-12 00:00:00
USTXHOWLM2,TX-Houston West League Meet 1,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCENSAM5,TX-Central North San Field Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCEAUS3,TX-Central Vandegrift Scrimmage,USA,2023-01-10 00:00:00,2023-01-10 00:00:00
USTXHONEM2,TX-Houston Northeast League Meet 2,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXNODLM3,TX-North D-League Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCEGMM4,TX-Central GEMS Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXSOCULT,TX-South Curie League Tournament,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXNOTLM3,TX-North T-League Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCEOH90M3,TX-Central Old Highway 90 Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXHONLM2,TX-Houston North League Meet 2,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCEXSTM4,TX-Central X-STREAM A Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCEKWM3,TX-Central Kwolek Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXHOSELM2,TX-Houston SE Meet 2,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXHOCLM1,TX-Houston Central League Meet 1,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXWPAMM3,TX-W&P Amarillo League Meet #3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXNOXMLM3A,TX-North X-League Metro Meet 3A,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXWPEPM3,TX-W&P El Paso League Meet #3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXWPLAMA3,TX-W&P Lubbock-A League Meet #3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXHOELM1,TX-Houston East League Meet 1,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXCEXSTM3,TX-Central X-STREAM B Meet 3,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USTXNOXMLM3B,TX-North X-League Metro Meet 3B,USA,2023-01-14 00:00:00,2023-01-14 00:00:00
USCHSCHQ2,CHS-VA Charlottesville Qualifier,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
USWIBRS2,WI Mentor Madness Scrimmage - Hosted by RhinoBots/Alien,USA,2023-01-15 00:00:00,2023-01-15 00:00:00
CAABABNAM4,AB Northern Alberta Round #4,Canada,2023-01-21 00:00:00,2023-01-21 00:00:00
KZASQ,KZ Nurorda Tournament,Kazakhstan,2023-01-21 00:00:00,2023-01-21 00:00:00
MXTOSQ,MX FTC POWER PLAY Regional Norte (Torreón),Mexico,2023-01-20 00:00:00,2023-01-21 00:00:00
MXTOSQ2,MX FTC POWER PLAY Regional Centro (Toluca),Mexico,2023-01-20 00:00:00,2023-01-21 00:00:00
NLNLM4,NL League Meet Zeist,Netherlands,2023-01-21 00:00:00,2023-01-21 00:00:00
ZACTQ,Western Cape Regional,South Africa,2023-01-21 00:00:00,2023-01-21 00:00:00
GBCAS,GB East Scrimmage,United Kingdom,2023-01-19 00:00:00,2023-01-19 00:00:00
GBBOS,GB South West Scrimmage,United Kingdom,2023-01-16 00:00:00,2023-01-16 00:00:00
USAKCMP,Alaska State Championship,USA,2023-01-20 00:00:00,2023-01-21 00:00:00
USAZCHQ,AZ Turquoise - Chandler Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCASDSDTUM3,"CA- San Diego Turing Meet #3, Mater Dei",USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USCALAC2M3,CA-SoCal League C2 - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCASDSDGAM3,"CA- San Diego Gauss Meet #3, Mater Dei",USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USCANOSJQ3,CA-NorCal San Jose #3 Qualifying Tournament,USA,2023-01-22 00:00:00,2023-01-22 00:00:00
USCALAVM3,CA-SoCal League V - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCASDSDEUM3,"CA- San Diego Euclid Meet #3, Mater Dei",USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALSLAQ,CALS LAUSD Qualifier 1,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCANOROQ,CA-NorCal Roseville Qualifying Tournament,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALAF1M3,CA-SoCal League F1 - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALAF2M3,CA-SoCal League F2 - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALAWM3,CA-SoCal League W - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALABM2,CA-SoCal League B - Meet 2,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALAO1M3,CA-SoCal League O1 - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCANOSBM3A,CA-NorCal South Bay Metro League Meet 3a,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALAA1M3,CA-SoCal League A1 - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCASDSDDEM3,"CA- San Diego Descartes Meet #3, Mater Dei",USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCALAEM3,CA-SoCal League E - Meet 3,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCANOSBM3B,CA-NorCal South Bay Metro League Meet 3b,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
USCOBRQ,CO Broomfield Qualifier,USA,2023-01-21 00:00:00,2023-01-21 00:00:00
